L5,D5,L4,D4,L3,D3,L2,D2,L1,D1,X
2.785271932,-0.017757503,2.767514429,-0.310391833,2.457122596,-0.127438807,2.329683789,-0.162143288,2.167540501,0.320928831,2.488469332
2.76621196,-0.020267443,2.745944518,-0.413328543,2.332615975,-0.295940159,2.036675816,-0.207588685,1.829087131,-0.162819275,1.666267856
2.756883933,-0.024254964,2.732628969,-0.367260559,2.365368411,-0.201775961,2.163592449,0.061463368,2.225055817,0.062201149,2.287256966
2.749771192,-0.02883177,2.720939422,-0.263789161,2.457150262,-0.011985329,2.445164933,0.459394455,2.904559388,-0.292126108,2.61243328
2.739643754,-0.033329199,2.706314555,-0.174170747,2.532143808,0.122898961,2.655042769,0.146338199,2.801380968,0.41055047,3.211931438
2.730302194,-0.03822546,2.692076734,-0.047768715,2.644308018,0.307046078,2.951354096,-0.375544826,2.575809271,-0.237131952,2.338677319
2.714081179,-0.042656131,2.671425048,0.028164431,2.699589479,0.266891318,2.966480797,-0.14678876,2.819692037,0.098203324,2.917895361
2.694982022,-0.047067186,2.647914836,0.098393614,2.746308451,0.148567945,2.894876396,0.228217124,3.123093519,0.073633957,3.196727476
2.67696904,-0.051910544,2.625058496,0.208765998,2.833824494,0.090474614,2.924299108,0.189219726,3.113518835,-0.224234165,2.88928467
2.657341025,-0.056879353,2.600461672,0.328202129,2.928663801,-0.002373049,2.926290752,0.122084427,3.048375179,0.010865475,3.059240654
2.649848425,-0.052607408,2.597241017,0.299385006,2.896626023,-0.054573528,2.842052495,-0.0686957,2.773356794,0.097314154,2.870670949
2.646877599,-0.044508112,2.602369487,0.215984665,2.818354152,-0.099387362,2.71896679,-0.369110725,2.349856065,0.59097573,2.940831795
2.641720341,-0.03694054,2.604779802,0.148677952,2.753457754,-0.181451712,2.572006041,-0.058985749,2.513020292,-1.017635485,1.495384808
2.639036739,-0.026827168,2.61220957,0.046942158,2.659151729,-0.271600468,2.387551261,0.44645326,2.834004521,0.395057713,3.229062234
2.632218041,-0.019203175,2.613014866,0.001793117,2.614807983,-0.239257432,2.375550551,0.117202754,2.492753306,0.014021505,2.506774811
2.62456754,-0.011501715,2.613065825,-0.033708198,2.579357627,-0.162527372,2.416830256,-0.411029353,2.005800903,0.377444565,2.383245468
2.619638604,-0.001061815,2.618576789,-0.10716134,2.511415449,-0.099743433,2.411672016,-0.232788988,2.178883028,-0.592095283,1.586787746
2.61504003,0.010315986,2.625356016,-0.186249888,2.439106128,-0.009122595,2.429983533,0.064423247,2.49440678,0.388637862,2.883044641
2.603027376,0.018107457,2.621134832,-0.174285168,2.446849664,0.049307802,2.496157466,0.132366457,2.628523923,-0.194637604,2.433886319
2.588303048,0.025102438,2.613405487,-0.130237057,2.483168429,0.10560925,2.588777679,0.233316095,2.822093774,-0.030935643,2.79115813
2.574261995,0.033244698,2.607506693,-0.096250007,2.511256685,0.192003696,2.703260381,-0.076214057,2.627046324,0.192651916,2.819698239
2.558455874,0.041122121,2.599577995,-0.041867629,2.557710366,0.286796348,2.844506714,-0.56921214,2.275294575,-0.42078508,1.854509494
2.545579291,0.051577574,2.597156865,-0.02631371,2.570843154,0.258818459,2.829661613,-0.056635589,2.773026024,0.515441767,3.288467791
2.533194435,0.06312735,2.596321785,-0.018789032,2.577532753,0.185724084,2.763256838,0.754369211,3.517626049,-0.330860711,3.186765338
2.518861556,0.074300939,2.593162495,0.011442439,2.604604933,0.126855808,2.731460741,0.29031624,3.02177698,0.213060379,3.234837359
2.504240435,0.086100261,2.590340696,0.043461455,2.633802151,0.039898408,2.673700559,-0.469943128,2.203757431,0.338739183,2.542496614
2.499467499,0.081365672,2.580833171,0.047844718,2.628677888,-0.038278348,2.59039954,-0.219385857,2.371013683,-0.638223685,1.732789998
2.49854359,0.069849341,2.568392931,0.04371112,2.612104051,-0.124375509,2.487728542,0.187449713,2.675178255,-0.320283383,2.354894873
2.496881206,0.059690638,2.556571845,0.04279993,2.599371775,-0.239815196,2.359556578,0.159356156,2.518912734,0.913812265,3.432724999
2.497751127,0.045180822,2.54293195,0.036342417,2.579274367,-0.370521878,2.208752489,0.126470336,2.335222825,-0.450358861,1.884863964
2.495374112,0.03515599,2.530530102,0.045116144,2.575646246,-0.281156286,2.29448996,-0.046346147,2.248143813,0.09750304,2.345646853
2.49272401,0.025144274,2.517868284,0.058112859,2.575981143,-0.108411929,2.467569214,-0.327002852,2.140566362,-0.055701537,2.084864825
2.492829398,0.010445834,2.503275232,0.064737089,2.568012321,0.038806667,2.606818988,-0.163123903,2.443695085,0.03882383,2.482518915
2.493635451,-0.005765736,2.487869715,0.07224162,2.560111335,0.237539849,2.797651185,0.124551198,2.922202382,0.293805855,3.216008238
2.490710313,-0.014654557,2.476055756,0.05719887,2.533254626,0.20232862,2.735583245,0.093609497,2.829192743,-0.496941617,2.332251125
2.486817681,-0.021632915,2.465184766,0.032300055,2.497484821,0.089012202,2.586497022,0.032181377,2.618678399,-0.231014836,2.387663563
2.483833128,-0.030530592,2.453302536,0.00923401,2.462536546,0.038906011,2.501442557,-0.065320431,2.436122126,0.629577708,3.065699834
2.480386487,-0.038574264,2.441812222,-0.020058399,2.421753824,-0.045677773,2.37607605,-0.226195984,2.149880066,0.032636054,2.182516121
2.479334917,-0.051230859,2.428104058,-0.044976187,2.383127872,-0.029599532,2.35352834,-0.018771335,2.334757005,-0.45971909,1.875037915
2.479182059,-0.065653276,2.413528782,-0.070756271,2.342772511,0.019846759,2.36261927,0.31184643,2.6744657,0.775567608,3.450033308
2.478454811,-0.079008016,2.399446795,-0.103155747,2.296291048,0.029765083,2.326056131,0.357774313,2.683830444,-0.925021485,1.758808959
2.478157922,-0.093224409,2.384933513,-0.138312613,2.2466209,0.049160122,2.295781022,0.379296468,2.67507749,0.037299049,2.71237654
2.471931894,-0.087346801,2.384585093,-0.117522881,2.267062212,0.02475815,2.291820363,-0.144735445,2.147084918,0.536815813,2.683900731
2.463323884,-0.073209977,2.390113907,-0.074921098,2.315192809,-0.018024008,2.297168801,-0.942481607,1.354687195,0.09750289,1.452190085
2.455412446,-0.060823001,2.394589445,-0.037638483,2.356950962,-0.049421932,2.307529029,-0.357407644,1.950121386,-0.497563386,1.452558
2.446053335,-0.043182459,2.402870876,0.013526411,2.416397286,-0.089226738,2.327170549,0.630017921,2.957188469,0.040115563,2.997304032
2.438363839,-0.030903727,2.407460112,0.046533026,2.453993138,-0.088565836,2.365427302,0.272794706,2.638222008,0.266847972,2.90506998
2.430780122,-0.01862983,2.412150292,0.077755521,2.489905813,-0.073420995,2.416484818,-0.32159951,2.094885308,-0.006330132,2.088555176
2.421631367,-0.00070033,2.420931037,0.124089167,2.545020204,-0.06863295,2.476387253,-0.058621401,2.417765852,-0.13231842,2.285447432
2.412043056,0.01906559,2.431108645,0.174093733,2.605202378,-0.057179436,2.548022942,0.315640696,2.863663638,-0.048875174,2.814788465
2.405511406,0.029630526,2.435141933,0.145962558,2.581104491,-0.011151392,2.569953099,0.048021955,2.617975054,0.192748913,2.810723968
2.399908655,0.037739909,2.437648565,0.087905194,2.525553759,0.051614874,2.577168632,-0.349779495,2.227389138,-0.367465377,1.85992376
2.393706661,0.048191952,2.441898613,0.037136849,2.479035462,0.119708004,2.598743465,0.080117539,2.678861004,0.443178756,3.12203976
2.388008653,0.057515798,2.44552445,-0.032827598,2.412696852,0.20157253,2.614269382,0.733224252,3.347493634,-0.480652412,2.866841222
2.38068383,0.072504426,2.453188256,-0.075832376,2.377355879,0.187039347,2.564395226,0.078513631,2.642908857,0.463307047,3.106215904
2.372839523,0.089622778,2.462462301,-0.11558961,2.346872691,0.138506724,2.485379415,-0.940426117,1.544953298,0.092744309,1.637697607
2.365582307,0.105347629,2.470929936,-0.176322526,2.29460741,0.10842845,2.40303586,-0.353955706,2.049080154,-0.437204935,1.611875219
2.358159196,0.122077407,2.480236604,-0.24160395,2.238632653,0.060062362,2.298695015,0.606445657,2.905140672,0.071069035,2.976209707
2.357137009,0.115318302,2.47245531,-0.206560564,2.265894746,-0.003280159,2.262614587,0.274367079,2.536981666,0.170162007,2.707143673
2.358822823,0.098888105,2.457710928,-0.133181843,2.324529086,-0.079610904,2.244918181,-0.26243317,1.982485011,-0.106980656,1.875504355
2.360065591,0.084499853,2.444565444,-0.069003903,2.375561542,-0.17408025,2.201481292,-0.394392363,1.807088929,0.06760467,1.874693599
2.36306664,0.063961217,2.427027857,0.019846915,2.446874772,-0.283939821,2.162934951,-0.586888059,1.576046893,0.033474702,1.609521595
2.364536342,0.049644243,2.414180586,0.073762759,2.487943345,-0.26031693,2.227626415,0.102284708,2.329911124,-0.105064648,2.224846476
2.366131501,0.035308638,2.401440139,0.123401643,2.524841782,-0.18903037,2.335811412,1.181105148,3.51691656,-0.165597224,3.351319337
2.369609282,0.014354318,2.3839636,0.200014271,2.58397787,-0.139574684,2.444403186,0.602517391,3.046920577,0.294969546,3.341890124
2.373784751,-0.00876617,2.365018581,0.282400667,2.647419248,-0.062937765,2.584481483,-0.405339527,2.179141956,0.047165216,2.226307171
2.375147239,-0.021101726,2.354045514,0.256609944,2.610655457,0.025330621,2.635986078,-0.385012329,2.250973749,-0.266144265,1.984829484
2.375839107,-0.030564269,2.345274838,0.190352053,2.535626891,0.128973994,2.664600886,-0.303858869,2.360742016,0.469795942,2.830537959
2.377389446,-0.042786765,2.334602681,0.134949523,2.469552204,0.260079551,2.729631755,-0.154813506,2.574818249,-0.560748175,2.014070074
2.378692935,-0.053695271,2.324997665,0.053747652,2.378745317,0.411306764,2.790052081,0.160497493,2.950549573,0.04898207,2.999531643
2.381902805,-0.071253391,2.310649414,0.012346666,2.32299608,0.285637075,2.608633155,0.130449918,2.739083072,0.274247333,3.013330405
2.385899059,-0.0913174,2.294581659,-0.023059601,2.271522058,0.054485748,2.326007807,0.03855655,2.364564357,-0.074244721,2.290319635
2.38956441,-0.109756436,2.279807974,-0.086802341,2.193005633,-0.143679307,2.049326326,-0.01969668,2.029629646,-0.020117875,2.009511771
2.393659337,-0.129382466,2.264276871,-0.155578474,2.108698397,-0.406559349,1.702139048,-0.129187706,1.572951342,0.259983604,1.832934946
2.395323494,-0.126945998,2.268377496,-0.147133545,2.121243952,-0.292891196,1.828352756,-0.022152755,1.806200001,-0.338767547,1.467432454
2.396119631,-0.115506171,2.28061346,-0.111190513,2.169422947,-0.045836232,2.123586715,0.156564822,2.280151537,-0.451903862,1.828247675
2.397462629,-0.10623342,2.291229209,-0.084012554,2.207216656,0.118254627,2.325471282,0.142633052,2.468104334,0.942767261,3.410871596
2.398374156,-0.091327475,2.307046681,-0.039501237,2.267545444,0.349423795,2.616969239,0.103248762,2.720218001,-0.787909507,1.932308494
2.400179598,-0.082398797,2.3177808,-0.026997933,2.290782868,0.26577646,2.556559328,-0.068321633,2.488237695,0.595214492,3.083452187
2.402221111,-0.073603111,2.328618,-0.020919435,2.307698565,0.07082434,2.378522905,-0.328463768,2.050059137,-0.333349261,1.716709876
2.403781783,-0.058735621,2.345046162,0.004412424,2.349458586,-0.041776036,2.30768255,-0.149225376,2.158457173,0.081430208,2.239887381
2.40534314,-0.041979846,2.363363294,0.031536475,2.39489977,-0.204830616,2.190069154,0.16146521,2.351534364,0.293885852,2.645420215
2.408585633,-0.035816229,2.372769404,0.030174942,2.402944346,-0.163182546,2.2397618,0.111853975,2.351615775,-0.554655037,1.796960737
2.41249285,-0.032631731,2.379861119,0.019571442,2.399432561,-0.049357397,2.350075164,0.017061308,2.367136472,0.732572962,3.099709434
2.416324472,-0.026987594,2.389336877,0.012204358,2.401541235,0.004067582,2.405608817,0.15589153,2.561500347,-0.803237988,1.758262359
2.42061344,-0.02281454,2.3977989,-0.001132872,2.396666028,0.087291443,2.483957471,0.334802874,2.818760345,0.599713656,3.418474001
2.424350364,-0.01246502,2.411885344,-6.98E-05,2.411815555,-0.010821745,2.40099381,-0.035827003,2.365166807,-0.408429496,1.956737312
2.428058707,8.37E-05,2.428142357,0.0046656,2.432807958,-0.178524933,2.254283025,-0.596764413,1.657518612,0.251879774,1.909398386
2.432263684,0.010862743,2.443126426,0.002625714,2.44575214,-0.30804269,2.137709451,-0.371974152,1.765735299,-0.120460543,1.645274756
2.436608128,0.022573458,2.459181586,0.000948699,2.460130285,-0.473125128,1.987005157,0.039769819,2.026774976,-0.146153685,1.880621291
2.435146294,0.026474244,2.461620538,-0.000275333,2.461345205,-0.266843389,2.194501815,0.206168086,2.400669901,0.310364978,2.711034879
2.431331848,0.027301119,2.458632967,-0.001854006,2.456778961,0.084830132,2.541609094,0.438981681,2.980590775,-0.147176166,2.833414609
2.427916066,0.029415052,2.457331118,-0.003130419,2.454200699,0.383979878,2.838180577,0.148807191,2.986987768,0.043751858,3.030739625
2.422952625,0.02980916,2.452761785,-0.004396444,2.448365341,0.768236967,3.216602308,-0.358753694,2.857848614,-0.02436299,2.833485624
2.419678258,0.032440248,2.452118505,-0.00747398,2.444644526,0.603480636,3.048125161,-0.145378524,2.902746638,0.043934188,2.946680826
2.416439547,0.035353517,2.451793064,-0.011285433,2.440507631,0.23944133,2.679948961,0.217503883,2.897452844,-0.11781156,2.779641284
2.41152909,0.036400255,2.447929346,-0.015005627,2.432923719,-0.013243568,2.419680151,0.124677122,2.544357272,0.162902541,2.707259813
2.406102875,0.037021896,2.44312477,-0.019222734,2.423902036,-0.370068845,2.053833192,-0.015652048,2.038181144,-0.485099819,1.553081325
2.402976124,0.042485988,2.445462112,-0.028402229,2.417059883,-0.341444152,2.075615731,-0.053527556,2.022088175,0.614345098,2.636433273
2.400409077,0.049613678,2.450022755,-0.039916404,2.410106351,-0.185821876,2.224284475,-0.118324354,2.105960121,-0.212144678,1.893815443
2.397195703,0.0560777,2.453273403,-0.051730283,2.401543119,-0.153736677,2.247806442,-0.081632574,2.166173868,-0.089018107,2.077155761
2.394213092,0.063551681,2.457764773,-0.065291212,2.39247356,-0.07388833,2.318585231,-0.003524602,2.315060629,0.524008251,2.83906888
2.389683412,0.068888463,2.458571875,-0.078088768,2.380483108,0.001007212,2.38149032,0.050026362,2.431516682,-0.757442811,1.67407387
2.384535158,0.073718879,2.458254037,-0.091411936,2.366842101,0.083096528,2.449938628,0.123283134,2.573221762,0.390919682,2.964141444
2.37968735,0.079681647,2.459368997,-0.106578892,2.352790105,0.213860586,2.566650691,0.017849932,2.584500623,-0.09345407,2.491046553
2.37451369,0.085662631,2.460176321,-0.122695851,2.337480471,0.368182262,2.705662732,-0.156981283,2.54868145,-0.002258758,2.546422692
2.372319795,0.077735163,2.450054958,-0.096067634,2.353987323,0.225663224,2.579650547,-0.034258428,2.54539212,0.068985707,2.614377827
2.371272897,0.064018127,2.435291023,-0.051891885,2.383399138,-0.026967165,2.356431973,0.163630652,2.520062625,-0.422529848,2.097532777
2.369762599,0.050928624,2.420691223,-0.010557206,2.410134017,-0.242026009,2.168108008,0.050010621,2.218118629,0.625860195,2.843978824
2.36890815,0.033920308,2.402828458,0.042317874,2.445146332,-0.524130202,1.92101613,-0.129423955,1.791592175,-0.067701655,1.72389052
2.367115068,0.020643532,2.3877586,0.083376921,2.471135521,-0.363643154,2.107492366,-0.040991525,2.066500841,-0.305525423,1.760975418
2.365180869,0.007184557,2.372365426,0.124515425,2.496880851,-0.04227467,2.454606182,0.097590487,2.552196668,-0.144146317,2.408050351
2.363962373,-0.010486954,2.353475418,0.17808708,2.531562499,0.190906312,2.72246881,0.030113898,2.752582708,0.405068683,3.157651391
2.362882885,-0.029641139,2.333241746,0.235735049,2.568976795,0.50882067,3.077797465,-0.073175013,3.004622452,0.058908974,3.063531426
2.36008871,-0.043781009,2.316307701,0.234250424,2.550558125,0.364094925,2.914653049,-0.027284171,2.887368878,-0.336897313,2.550471565
2.356705867,-0.056928166,2.299777701,0.210831796,2.510609497,0.052886157,2.563495655,0.043480688,2.606976343,0.307616875,2.914593218
2.35354654,-0.071859814,2.281686726,0.194281215,2.475967941,-0.151362819,2.324605121,-0.012826606,2.311778516,-0.243363839,2.068414676
2.350024893,-0.086554597,2.263470297,0.164112886,2.427583182,-0.437105556,1.990477626,-0.095749897,1.894727729,-0.187863298,1.706864431
2.347265699,-0.105130834,2.242134865,0.155869676,2.398004541,-0.357179907,2.040824633,-0.002772634,2.038051999,0.455044537,2.493096536
2.344684805,-0.125436579,2.219248226,0.151301339,2.370549565,-0.148526521,2.222023044,0.139121621,2.361144665,-0.303866933,2.057277732
2.341697753,-0.145343957,2.196353796,0.131745584,2.32809938,-0.039149151,2.28895023,0.137469081,2.426419311,0.185418933,2.611838244
2.33870217,-0.166303306,2.172398864,0.109856458,2.282255322,0.127030496,2.409285818,0.116286938,2.525572756,-0.054005582,2.471567174
2.342457691,-0.155907136,2.186550555,0.065225945,2.2517765,0.135645964,2.387422463,-0.058418656,2.329003808,-0.032108223,2.296895584
2.349038783,-0.132620064,2.216418719,0.008238576,2.224657295,0.093324331,2.317981626,-0.322799974,1.995181652,-0.042496137,1.952685515
2.355316737,-0.111770721,2.243546015,-0.050302813,2.193243203,0.115807274,2.309050477,-0.220524215,2.088526262,0.08672629,2.175252552
2.363504676,-0.08259756,2.280907116,-0.117704091,2.163203025,0.125310202,2.288513227,-0.02051663,2.267996597,-0.04736139,2.220635207
2.369924902,-0.06189815,2.308026752,-0.186305462,2.121721291,0.087746633,2.209467924,0.114018952,2.323486876,0.004645009,2.328131885
2.376455916,-0.041161774,2.335294142,-0.259733884,2.075560258,0.030935911,2.106496168,0.305319919,2.411816087,-0.02582364,2.385992447
2.385037897,-0.011462855,2.373575042,-0.342294399,2.031280643,-0.036767002,1.994513641,0.197022253,2.191535893,0.018126544,2.209662437
2.394357294,0.021169643,2.415526936,-0.431129692,1.984397244,-0.123107829,1.861289415,-0.019085581,1.842203834,0.150182263,1.992386097
2.40121057,0.04020296,2.44141353,-0.389835113,2.051578417,-0.096662296,1.95491612,-0.115738554,1.839177567,-0.24905115,1.590126417
2.407577257,0.055773615,2.463350872,-0.297078068,2.166272804,-0.032113821,2.134158983,-0.24380942,1.890349563,0.282534452,2.172884015
2.414829923,0.07503859,2.489868513,-0.216499744,2.273368769,0.008191794,2.281560563,-0.067959743,2.21360082,-0.272556257,1.941044563
2.421970412,0.092812828,2.51478324,-0.103208057,2.411575182,0.067980568,2.47955575,0.23513345,2.7146892,0.061879104,2.776568303
2.431021309,0.119348052,2.550369362,-0.030132241,2.520237121,0.08264629,2.602883411,0.082240676,2.685124087,0.100149756,2.785273843
2.440926329,0.149303663,2.590229992,0.039872154,2.630102145,0.084675284,2.714777429,-0.172862892,2.541914537,-0.081441793,2.460472744
2.450639898,0.177367728,2.628007626,0.145377579,2.773385205,0.108625516,2.882010722,-0.093972813,2.788037909,0.101578819,2.889616727
2.46087455,0.207157481,2.668032031,0.260290852,2.928322882,0.131203382,3.059526264,0.030849211,3.090375476,-0.216639835,2.87373564
2.467877985,0.197547234,2.665425219,0.248755465,2.914180684,0.062107155,2.976287839,0.054748477,3.031036316,0.29046933,3.321505646
2.473730459,0.171780783,2.645511242,0.191584349,2.837095591,-0.044318028,2.792777562,0.092596103,2.885373665,-0.532178989,2.353194676
2.480260139,0.149484451,2.62974459,0.149886041,2.779630632,-0.148037008,2.631593624,0.02363806,2.655231684,0.656694557,3.31192624
2.486196461,0.11692159,2.603118051,0.079996285,2.683114336,-0.277804669,2.405309667,-0.094915766,2.310393901,-0.235873721,2.07452018
2.493348969,0.094967009,2.588315979,0.060329378,2.648645357,-0.216499407,2.432145949,-0.028638466,2.403507483,-0.051439137,2.352068346
2.500812615,0.07308264,2.573895255,0.050459672,2.624354927,-0.085813345,2.538541582,0.081733133,2.620274715,-0.15498408,2.465290636
2.507614979,0.040140865,2.547755844,0.009364596,2.55712044,0.009691114,2.566811555,-0.045965061,2.520846494,0.232664499,2.753510993
2.514410555,0.0036504,2.518060955,-0.035107621,2.482953334,0.142971268,2.625924602,-0.234726458,2.391198144,-0.156932334,2.234265811
2.523304088,-0.014786892,2.508517195,-0.038803481,2.469713714,0.126983506,2.59669722,-0.016800178,2.579897043,0.061782365,2.641679408
2.533017092,-0.028376435,2.504640657,-0.030038125,2.474602532,0.061459493,2.536062025,0.320346484,2.856408509,0.546796834,3.403205342
2.542627358,-0.046505727,2.496121631,-0.026774944,2.469346687,0.041195976,2.510542663,0.12744235,2.637985014,-0.907197235,1.730787779
2.552800075,-0.062383309,2.490416766,-0.015695646,2.47472112,0.001171435,2.475892555,-0.192064753,2.283827803,0.486168998,2.769996801
2.562258217,-0.089312517,2.4729457,-0.027098854,2.445846846,-0.017500075,2.428346771,-0.098556928,2.329789843,-0.212554725,2.117235118
2.571665003,-0.120369691,2.451295312,-0.044988193,2.406307119,-0.031553602,2.374753518,0.055232998,2.429986516,0.082833822,2.512820338
2.581684015,-0.14865554,2.433028476,-0.053860896,2.37916758,-0.066624108,2.312543471,0.154021455,2.466564926,0.0082505,2.474815427
2.591863796,-0.178866867,2.412996929,-0.064317192,2.348679736,-0.106212173,2.242467563,0.301389846,2.543857409,0.543620005,3.087477414
2.589292787,-0.171820952,2.417471835,-0.053382779,2.364089056,-0.058101336,2.305987719,-0.027723574,2.278264145,-0.819563007,1.458701138
2.581436518,-0.149531034,2.431905485,-0.033134005,2.39877148,0.022982677,2.421754157,-0.542637561,1.879116596,0.097902869,1.977019466
2.574301302,-0.130818675,2.443482627,-0.015375146,2.428107481,0.095441999,2.52354948,-0.23618476,2.28736472,0.426993052,2.714357772
2.563645974,-0.102539867,2.461106107,0.007954144,2.469060251,0.188969595,2.658029847,0.28223434,2.940264186,-0.419790985,2.520473201
2.556418732,-0.084272396,2.472146336,0.027324876,2.499471212,0.180784775,2.680255987,0.161114857,2.841370844,0.422324594,3.263695438
2.549076911,-0.066160582,2.48291633,0.047357976,2.530274305,0.138281213,2.668555518,-0.045822244,2.622733274,-0.661706632,1.961026642
2.537949105,-0.037742655,2.50020645,0.073308304,2.573514754,0.12190378,2.695418533,-0.082109478,2.613309055,0.754464293,3.367773348
2.525519677,-0.006072544,2.519447133,0.101667622,2.621114755,0.089790453,2.710905209,-0.153721315,2.557183894,-0.636317603,1.920866291
2.518015448,0.007831052,2.5258465,0.102303938,2.628150438,0.016857928,2.645008366,0.000205234,2.645213601,0.469937137,3.115150738
2.511596024,0.016790371,2.528386395,0.092899649,2.621286044,-0.078050622,2.543235422,0.25161418,2.794849602,0.020197729,2.815047332
2.50358676,0.029964176,2.533550936,0.087231403,2.620782338,-0.187280896,2.433501442,0.23189538,2.665396822,-0.327093627,2.338303195
2.495930904,0.040732992,2.536663896,0.075512099,2.612175995,-0.317225604,2.294950391,0.16637615,2.461326541,0.599476123,3.060802664
2.484714194,0.061978365,2.546692559,0.074567006,2.621259565,-0.317623358,2.303636207,-0.103163906,2.200472301,-0.729904901,1.4705674
2.471979615,0.087000744,2.558980359,0.075766312,2.634746671,-0.274122819,2.360623852,-0.509686514,1.850937338,-0.103239516,1.747697822
2.459751769,0.109115338,2.568867107,0.070266897,2.639134004,-0.257764596,2.381369409,-0.165902876,2.215466532,0.62443337,2.839899902
2.446651186,0.132871988,2.579523175,0.064062964,2.643586139,-0.218666375,2.424919764,0.411338504,2.836258268,0.005194334,2.841452602
2.439632887,0.130133146,2.569766033,0.040847201,2.610613234,-0.056299248,2.554313985,0.155805871,2.710119857,-0.411242958,2.298876899
2.434847265,0.116582131,2.551429395,0.009353479,2.560782875,0.16630064,2.727083514,-0.265218903,2.461864611,0.128377623,2.590242234
2.428899994,0.105850196,2.534750191,-0.022189288,2.512560902,0.4069097,2.919470602,-0.085266447,2.834204155,0.094416031,2.928620186
2.424148758,0.088445452,2.51259421,-0.059433459,2.453160751,0.696460361,3.149621111,0.184666383,3.334287495,0.07377857,3.408066065
2.417254106,0.078134379,2.495388485,-0.095235034,2.400153451,0.518101704,2.918255155,0.07610892,2.994364075,-0.178205771,2.816158304
2.409884909,0.068013186,2.477898095,-0.133099735,2.344798359,0.16549059,2.510288949,-0.087691986,2.422596963,-0.438973477,1.983623486
2.403836993,0.050701057,2.45453805,-0.176928942,2.277609108,-0.116140149,2.161468959,-0.006318775,2.155150184,0.776975309,2.932125493
2.397901935,0.031169331,2.429071266,-0.224110083,2.204961184,-0.498772606,1.706188578,0.113409415,1.819597993,-0.053040136,1.766557857
2.388157958,0.024923486,2.413081444,-0.209221424,2.20386002,-0.3995836,1.80427642,0.024234435,1.828510855,-0.396003009,1.432507847
2.376986093,0.02252917,2.399515263,-0.170124577,2.229390686,-0.135195571,2.094195116,-0.109893268,1.984301848,0.430880304,2.415182152
2.366105781,0.017207213,2.383312994,-0.137221154,2.24609184,0.004428414,2.250520254,-0.265906831,1.984613423,-0.401179654,1.583433769
2.354277072,0.013851265,2.368128338,-0.089036202,2.279092136,0.219399902,2.498492038,-0.474418848,2.02407319,-0.274511079,1.749562111
2.343876694,0.003016369,2.346893063,-0.06085642,2.286036643,0.210439447,2.49647609,0.072779092,2.569255182,0.660547185,3.229802367
2.333670508,-0.010389507,2.323281001,-0.034683474,2.288597527,0.12829422,2.416891746,0.91461058,3.331502326,-0.34251831,2.988984016
2.322423304,-0.021461035,2.300962269,0.008121767,2.309084036,0.132809982,2.441894018,0.367860877,2.809754895,0.106403399,2.916158294
2.310975396,-0.03353604,2.277439356,0.054945238,2.332384594,0.116192373,2.448576967,-0.551635398,1.896941569,0.398509784,2.295451353
2.30697967,-0.036265185,2.270714485,0.065258292,2.335972777,0.038616178,2.374588956,-0.273499894,2.101089061,-0.666005681,1.43508338
2.305950543,-0.035240753,2.27070979,0.063680444,2.334390234,-0.065624624,2.26876561,0.192514559,2.461280169,0.130494232,2.591774401
2.304384071,-0.035639496,2.268744575,0.067968507,2.336713081,-0.188425055,2.148288026,0.086932349,2.235220375,0.22373647,2.458956845
2.304768254,-0.033895192,2.270873062,0.065314195,2.336187258,-0.338072817,1.998114441,-0.04700355,1.95111089,-0.395611357,1.555499533
2.302842435,-0.034657651,2.268184784,0.080310514,2.348495298,-0.286835564,2.061659734,-0.028314886,2.033344847,0.476300578,2.509645425
2.30079092,-0.035633169,2.265157751,0.100184975,2.365342725,-0.164668576,2.200674149,-0.018497847,2.182176302,0.01868652,2.200862822
2.300853991,-0.034293499,2.266560492,0.112158495,2.378718987,-0.079101986,2.299617001,-0.119091777,2.180525224,-0.32767344,1.852851784
2.301513306,-0.032334006,2.269179301,0.124925165,2.394104465,0.045401453,2.439505918,-0.254661305,2.184844613,0.007694253,2.192538866
2.299278466,-0.036039974,2.263238492,0.128047054,2.391285546,0.089959624,2.48124517,0.013770655,2.495015824,0.179506917,2.674522741
2.296315491,-0.041620969,2.254694521,0.12660017,2.381294691,0.114872036,2.496166727,0.426022748,2.922189476,-0.183482815,2.73870666
2.294111318,-0.046297671,2.247813646,0.126327386,2.374141033,0.18324674,2.557387772,0.142659702,2.700047475,0.138992219,2.839039693
2.291582338,-0.052068173,2.239514165,0.123391911,2.362906076,0.252442905,2.615348981,-0.326510153,2.288838829,0.20868375,2.497522579
2.290953918,-0.055183366,2.235770552,0.121159158,2.35692971,0.184799515,2.541729225,-0.130506083,2.411223142,-0.430645296,1.980577846
2.291062322,-0.057585547,2.233476775,0.118101963,2.351578739,0.063918416,2.415497155,0.187797826,2.603294981,0.44836935,3.051664331
2.290758582,-0.061227296,2.229531286,0.112267464,2.34179875,-0.049866952,2.291931799,0.301539564,2.593471363,-0.43005199,2.163419373
2.290826011,-0.064781183,2.226044828,0.104939296,2.330984124,-0.200070867,2.130913258,0.455986879,2.586900137,0.204703132,2.791603269
2.286747665,-0.062809716,2.223937949,0.068171595,2.292109544,-0.157244639,2.134864905,-0.071593617,2.063271288,-0.023733411,2.039537877
