L5,D5,L4,D4,L3,D3,L2,D2,L1,D1,X
2.452092073,-0.148199353,2.30389272,-0.111652768,2.192239952,0.176159057,2.368399009,-0.388801922,1.979597087,-0.449644506,1.529952582
2.451358955,-0.130451642,2.320907313,-0.066976594,2.253930719,0.125069899,2.379000617,0.091767843,2.470768461,0.424870725,2.895639186
2.450690459,-0.112514659,2.338175799,-0.038664341,2.299511459,0.031332623,2.330844082,0.817203878,3.148047961,0.203546638,3.351594599
2.449785382,-0.086992814,2.362792568,0.044458423,2.407250991,-0.050132398,2.357118592,0.189688079,2.546806671,-0.591385062,1.95542161
2.448845984,-0.058893893,2.389952091,0.134054609,2.5240067,-0.158231419,2.365775281,-0.83308062,1.532694661,0.304497157,1.837191818
2.448584541,-0.040328451,2.40825609,0.117553022,2.525809113,-0.119461247,2.406347866,-0.227958472,2.178389394,-0.068110321,2.110279073
2.448570432,-0.023808669,2.424761763,0.06474451,2.489506273,-0.029380183,2.460126091,0.741342681,3.201468772,0.047512552,3.248981324
2.448489685,-0.004149856,2.444339829,0.023647184,2.467987013,0.026895288,2.494882301,0.305511919,2.80039422,-0.021476848,2.778917372
2.448568275,0.014876488,2.463444763,-0.040715606,2.422729157,0.108383434,2.531112591,-0.385163046,2.145949546,-0.370679427,1.775270119
2.448378818,0.040926948,2.489305765,-0.056729174,2.432576592,0.044614942,2.477191533,-0.209148542,2.268042991,0.569049436,2.837092428
2.448142919,0.070002156,2.518145075,-0.061832698,2.456312377,-0.07272451,2.383587868,0.067427947,2.451015815,-0.205186408,2.245829407
2.448082989,0.098144746,2.546227734,-0.093011473,2.453216261,-0.157970329,2.295245932,-0.004589324,2.290656608,-0.041205934,2.249450674
2.448047786,0.128051725,2.576099511,-0.125052933,2.451046578,-0.270045604,2.181000974,-0.086034347,2.094966627,0.378315438,2.473282065
2.444194068,0.128391949,2.572586017,-0.104031143,2.468554874,-0.159510067,2.309044807,-0.003695339,2.305349468,-0.536683462,1.768666007
2.438745804,0.116879662,2.555625466,-0.063596445,2.49202902,0.036571493,2.528600513,0.107002961,2.635603475,0.012169771,2.647773246
2.433489175,0.108461208,2.541950383,-0.02654987,2.515400513,0.195536967,2.71093748,0.151258424,2.862195904,0.302155415,3.164351319
2.42716252,0.092674121,2.519836641,0.023771052,2.543607693,0.402369784,2.945977478,0.197875182,3.14385266,-0.49063544,2.65321722
2.421838223,0.085436243,2.507274467,0.052548805,2.559823272,0.324169004,2.883992275,-0.0437072,2.840285075,0.543332578,3.383617653
2.416459291,0.078710594,2.495169886,0.078021768,2.573191654,0.143188287,2.716379941,-0.413846581,2.30253336,0.282358917,2.584892277
2.409931007,0.064013142,2.473944148,0.118137859,2.592082007,0.023752945,2.615834952,-0.073956273,2.541878678,-0.773175554,1.768703124
2.402994212,0.047069016,2.450063228,0.160654697,2.610717925,-0.147841101,2.462876823,0.477288946,2.94016577,0.498644425,3.438810194
2.397496479,0.044314809,2.441811288,0.143994053,2.585805341,-0.153402301,2.43240304,0.11882035,2.551223391,-0.261690004,2.289533387
2.392297925,0.045701424,2.437999348,0.104829129,2.542828477,-0.106242242,2.436586235,-0.452500604,1.984085631,-0.228646088,1.755439543
2.386605313,0.044087186,2.4306925,0.070817255,2.501509754,-0.119744855,2.381764899,-0.345193988,2.036570911,0.56482645,2.601397361
2.380995062,0.044639102,2.425634164,0.022185914,2.447820077,-0.116772261,2.331047816,-0.145207732,2.185840084,-0.210187271,1.975652813
2.374304844,0.037231881,2.411536725,-0.005419633,2.406117091,-0.102064782,2.304052309,0.163764019,2.467816329,-0.01958723,2.448229099
2.367141382,0.027135399,2.394276781,-0.030383986,2.363892795,-0.081067175,2.282825619,0.634399194,2.917224813,-0.518163756,2.399061057
2.360105815,0.019600571,2.379706386,-0.07134756,2.308358826,-0.044002987,2.264355839,0.284550316,2.548906155,0.844084127,3.392990282
2.352788541,0.011052707,2.363841248,-0.115654649,2.248186599,0.004087725,2.252274324,-0.327114218,1.925160107,-0.202498494,1.722661612
2.347271404,0.008209019,2.355480423,-0.107140833,2.24833959,0.028842544,2.277182134,-0.208741389,2.068440745,-0.198526346,1.869914399
2.34240175,0.007588973,2.349990723,-0.079412832,2.270577891,0.050536462,2.321114353,0.010689437,2.33180379,-0.223104442,2.108699348
2.337163883,0.00569468,2.342858563,-0.057550511,2.285308052,0.08477853,2.370086582,-0.143674449,2.226412133,0.50212618,2.728538313
2.332263379,0.004904237,2.337167616,-0.023586823,2.313580793,0.120454399,2.434035191,-0.332426597,2.101608594,-0.378384277,1.723224318
2.326699817,0.002549727,2.329249544,-0.010403435,2.318846109,0.12629721,2.44514332,0.041466709,2.486610028,0.285497455,2.772107483
2.320973229,-8.79E-05,2.32088529,-0.001012259,2.319873031,0.121446753,2.441319784,0.599068401,3.040388184,-0.327720133,2.712668052
2.31562153,-0.001525624,2.314095906,0.021755231,2.335851137,0.119466525,2.455317663,0.289442952,2.744760614,0.330585377,3.075345992
2.310282738,-0.002751027,2.30753171,0.046236811,2.353768521,0.110537559,2.46430608,-0.243518855,2.220787225,-0.256103708,1.964683517
2.303784109,-0.008336212,2.295447897,0.059492229,2.354940126,0.033921254,2.38886138,-0.194961289,2.193900091,0.227763515,2.421663606
2.296837718,-0.015549927,2.28128779,0.070190601,2.351478392,-0.074448172,2.27703022,-0.095457407,2.181572813,0.065655527,2.247228339
2.289957675,-0.022346384,2.26761129,0.083253676,2.350864966,-0.187069495,2.163795471,-0.028841631,2.13495384,-0.260053171,1.874900669
2.28277322,-0.030190105,2.252583115,0.094935927,2.347519042,-0.323547297,2.023971745,0.109231219,2.133202964,-0.608252602,1.524950363
2.275995231,-0.036414932,2.2395803,0.114987181,2.35456748,-0.218098697,2.136468783,0.043893738,2.180362521,1.090984477,3.271346998
2.269254567,-0.042397502,2.226857065,0.138202747,2.365059812,-0.021340776,2.343719035,-0.077991044,2.265727992,0.055066834,2.320794826
2.262181787,-0.049530652,2.212651135,0.159646881,2.372298016,0.140256943,2.512554959,-0.012561619,2.49999334,-0.748351276,1.751642064
2.255028225,-0.056868422,2.198159803,0.182706303,2.380866107,0.355300305,2.736166412,0.084531662,2.820698074,0.541675486,3.36237356
2.263793696,-0.054014301,2.209779395,0.141010492,2.350789887,0.251267292,2.602057179,0.02465169,2.62670887,-0.338882798,2.287826071
2.279259649,-0.047041281,2.232218368,0.072330876,2.304549245,0.032790409,2.337339653,-0.06734727,2.269992383,-0.540615321,1.729377063
2.293952972,-0.040728655,2.253224317,0.008101272,2.26132559,-0.116883283,2.144442307,0.016343302,2.160785609,1.077311133,3.238096742
2.313143135,-0.03168764,2.281455495,-0.073736728,2.207718767,-0.324698142,1.883020625,0.143116093,2.026136717,-0.375189457,1.65094726
2.328296614,-0.025657758,2.302638856,-0.138885215,2.163753641,-0.276281279,1.887472362,0.024424072,1.911896434,-0.12109933,1.790797104
2.343757961,-0.019700473,2.324057487,-0.20471268,2.119344807,-0.13879872,1.980546087,-0.159919984,1.820626103,-0.212298973,1.60832713
2.364042204,-0.010794265,2.353247939,-0.289452037,2.063795901,-0.072003041,1.991792861,-0.185896189,1.805896672,0.390781386,2.196678058
2.386095405,-0.000986166,2.385109239,-0.380789287,2.004319952,0.033585167,2.037905119,-0.201244855,1.836660264,0.135254463,1.971914727
2.402093603,0.004913666,2.407007269,-0.343866453,2.063140816,0.070103751,2.133244566,0.074264752,2.207509318,-0.471690582,1.735818737
2.416855065,0.009885438,2.426740503,-0.257463737,2.169276766,0.087927103,2.257203869,0.49528344,2.752487308,0.279219029,3.031706338
2.433747093,0.015982764,2.449729857,-0.183571321,2.266158536,0.148323552,2.414482088,0.085906783,2.500388872,-0.124574303,2.375814568
2.450324959,0.021710266,2.472035225,-0.078233685,2.39380154,0.21076016,2.6045617,-0.577814493,2.026747206,0.137301083,2.164048289
2.471490094,0.030123458,2.501613552,-0.015911641,2.485701911,0.175771607,2.661473518,-0.136229281,2.525244237,-0.155843899,2.369400339
2.494685483,0.039625283,2.534310767,0.041518329,2.575829096,0.104793002,2.680622098,0.568541435,3.249163533,-0.166674359,3.082489174
2.517374808,0.048637426,2.566012234,0.133254667,2.699266901,0.040465225,2.739732125,0.215457708,2.955189833,0.372558968,3.327748801
2.541285951,0.058235744,2.599521695,0.232740882,2.832262577,-0.048214356,2.784048221,-0.34736767,2.436680551,0.330811559,2.76749211
2.558012627,0.057517777,2.615530404,0.219231748,2.834762153,-0.067998598,2.766763555,-0.156896456,2.609867099,-0.71537033,1.894496768
2.572201305,0.052633097,2.624834402,0.164907783,2.789742185,-0.06917539,2.720566796,0.143797053,2.864363849,-0.041379113,2.822984735
2.587960517,0.048796114,2.636756631,0.123750799,2.760507431,-0.098478061,2.66202937,0.082349268,2.744378638,0.537065133,3.281443771
2.602437887,0.042359961,2.644797848,0.057104945,2.701902793,-0.12373323,2.578169563,-0.001770862,2.5763987,-0.612747512,1.963651188
2.619654635,0.038829508,2.658484143,0.035499048,2.693983191,-0.090808845,2.603174346,-0.037150339,2.566024007,0.618895665,3.184919672
2.637602595,0.035428357,2.673030952,0.022507348,2.6955383,-0.034210739,2.661327561,-0.100762297,2.560565264,-0.155040607,2.405524657
2.654118003,0.029219668,2.683337671,-0.018706955,2.664630716,0.023845226,2.688475942,-0.039409456,2.649066486,-0.174354736,2.47471175
2.670656591,0.022184655,2.692841246,-0.063123916,2.62971733,0.099775928,2.729493257,0.067046565,2.796539822,-0.133152345,2.663387477
2.691979656,0.020090894,2.71207055,-0.040289297,2.671781253,0.08355966,2.755340912,0.038497593,2.793838505,0.303684461,3.097522966
2.715197674,0.019415106,2.73461278,0.0066714,2.74128418,0.036665821,2.777950002,-0.013127229,2.764822773,0.209064292,2.973887064
2.738222014,0.017648575,2.755870589,0.047192897,2.803063486,0.012259961,2.815323447,0.07879576,2.894119207,-0.507629249,2.386489959
2.762558571,0.016605643,2.779164214,0.103401564,2.882565778,-0.026710634,2.855855144,0.206688695,3.06254384,0.301991061,3.364534901
2.785324666,0.012740252,2.798064919,0.131776899,2.929841818,-0.047239425,2.882602393,-0.011830248,2.870772144,-0.143694745,2.7270774
2.808016948,0.007897504,2.815914452,0.154978602,2.970893054,-0.06436527,2.906527784,-0.3456903,2.560837484,-0.220776842,2.340060641
2.832133769,0.003916828,2.836050597,0.195568073,3.03161867,-0.097184507,2.934434163,-0.258362645,2.676071518,0.434523256,3.110594774
2.856655841,-0.000453909,2.856201932,0.238184303,3.094386235,-0.133133782,2.961252453,-0.082552516,2.878699938,-0.039738111,2.838961826
2.856226007,-0.003086691,2.853139315,0.190267524,3.043406839,-0.070290887,2.973115951,0.134298129,3.10741408,-0.242200783,2.865213297
2.845519954,-0.005071482,2.840448472,0.106620146,2.947068617,0.031459261,2.978527878,0.454674789,3.433202667,0.001688333,3.434891
2.836320555,-0.007528136,2.828792419,0.029112415,2.857904834,0.125585045,2.983489879,0.233241155,3.216731034,0.152498771,3.369229805
2.820304517,-0.009697877,2.81060664,-0.072113235,2.738493405,0.245160186,2.98365359,-0.165871837,2.817781753,0.344957583,3.162739337
2.81115046,-0.012396161,2.798754299,-0.144233324,2.654520975,0.159937465,2.81445844,-0.151857984,2.662600456,-0.62396805,2.038632406
2.801881327,-0.015234853,2.786646474,-0.214433485,2.572212989,-0.001307613,2.570905376,-0.102694691,2.468210685,0.066440798,2.534651483
